"species","frame_number","x","y","sequence_id","number_of_points","still_file","Path","site_id","CT_serial_number","Folder","xdim","ydim","cam_id","file_name","file_id","Time","Date","PA_cat","Dig","radius","angle","pixdiff","dist","time","speed","frames"
"Da",369,676.5517394,307.5252291,"OCGSV15_34",5,"EK000279_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000279","EK000279_OCGSV15","15:28","09/05/2017","strict","Y",2.49690808621883,0.341108233310855,25.7791592692307,0.434250820840353,10.5,0.0413572210324145,5
"Da",392,303.2495683,268.4262486,"OCGSV15_36",4,"EK000280_02.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000280","EK000280_OCGSV15","15:29","09/05/2017","strict","Y",3.90334000742976,-0.0611528451352282,16.9657123759315,0.195135268855763,9.5,0.0205405546163961,4
"Da",413,406.5825882,363.3809155,"OCGSV15_38",6,"EK000281_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000281","EK000281_OCGSV15","15:30","09/05/2017","strict","Y",1.9733643700892,0.0501962314093323,179.664045333517,0.862960519479113,4.5,0.191769004328692,6
"Da",435,401.9279477,399.6871117,"OCGSV15_40",4,"EK000311_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000311","EK000311_OCGSV15","09:21","19/05/2017","strict","Y",1.67487935061839,0.04518050727949,15.6491339553358,0.0579645312149338,10,0.00579645312149338,4
"Da",21,366.6666667,344,"OCGSV15_5",4,"EK000071_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000071","EK000071_OCGSV15","17:39","22/04/2017","strict","Y",2.20620507282883,0.00718383321607904,273.060970925206,0.651988739055727,3,0.217329579685242,4
"Da",43,441.3333333,371.5555556,"OCGSV15_7",5,"EK000072_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000072","EK000072_OCGSV15","17:56","22/04/2017","strict","Y",1.88134475686927,0.0876427647620309,126.946667208506,0.367852579252513,10.5,0.0350335789764298,5
"Mt",0,534.6666667,359.1111111,"OCGSV17_1",3,"PICT0012_01.jpeg","F:\Stills\PNGSV\OCGSV17Stills\","OCGSV17","B1201100128","OCGSV17Stills",720,480,"B12","PICT0012","PICT0012_OCGSV17","04:09","05/05/2017","strict","Y",1.21930596310134,0.186356412871878,172.295469236252,0.234333611895784,1.5,0.156222407930522,3
"Mt",132,346.8873008,381.8269482,"OCGSV21_16",2,"EK000033_21.jpeg","F:\Stills\PNGSV\OCGSV21Stills\","OCGSV21","B130905345","OCGSV21Stills",720,480,"B13","EK000033","EK000033_OCGSV21","00:55","17/04/2017","strict","Y",0.938579654689505,-0.0140473359811325,59.7239777536314,0.0794308867744895,0.5,0.158861773548979,2
"Mt",20,67.94881315,292.1357431,"OCGSV21_7",3,"EK000029_01.jpeg","F:\Stills\PNGSV\OCGSV21Stills\","OCGSV21","B130905345","OCGSV21Stills",720,480,"B13","EK000029","EK000029_OCGSV21","20:15","16/04/2017","strict","Y",1.56000075372264,-0.312867784336153,25.9539385008181,0.176339099761637,10.5,0.0167941999772987,3
"Mt",28,195.1113278,300.9461991,"OCGSV23_23",12,"b(133)_01.jpeg","F:\Stills\PNGSV\OCGSV23Stills\","OCGSV23","B121000673","OCGSV23Stills",720,480,"B12","b(133)","b(133)_OCGSV23","02:09","11/06/2017","strict","Y",2.93434409332233,-0.17592401604123,424.423044857836,4.45517192061254,9.5,0.468965465327635,12
"Mt",50,712.4060916,336.3279784,"OCGSV23_25",2,"b(138)_01.jpeg","F:\Stills\PNGSV\OCGSV23Stills\","OCGSV23","B121000673","OCGSV23Stills",720,480,"B12","b(138)","b(138)_OCGSV23","01:09","15/06/2017","strict","Y",1.72105113903855,0.375991231444131,69.1901732388791,0.159971257627096,0.5,0.319942515254191,2
"Mt",0,511.5555556,349.3333333,"OCGSV24_1",2,"PICT0017_01.jpeg","F:\Stills\PNGSV\OCGSV24Stills\","OCGSV24","B120102688","OCGSV24Stills",720,480,"B12","PICT0017","PICT0017_OCGSV24","19:43","17/04/2017","strict","Y",1.46512746868899,0.16169856691048,29.7080444759943,0.19511238573115,5.5,0.0354749792238455,2
"Mt",17,484.9049537,360.8856379,"OCGSV27_0",6,"a(3)_17.jpeg","F:\Stills\PNGSV\OCGSV27Stills\","OCGSV27","B131200703","OCGSV27Stills",720,480,"B13","a(3)","a(3)_OCGSV27","04:08","18/05/2017","strict","Y",0.772861699687069,0.133807831901741,460.563207766252,3.52158424709714,2.5,1.40863369883885,6
"Mt",41,696.694784,395.3221497,"OCGSV28_3",7,"PICT0027_01.jpeg","F:\Stills\PNGSV\OCGSV28Stills\","OCGSV28","B100817020","OCGSV28Stills",720,480,"B10","PICT0027","PICT0027_OCGSV28","21:28","26/04/2017","strict","Y",0.685834111160014,0.361240565872772,646.241753161969,0.919907656583725,3.5,0.262830759023922,7
"Mt",22,36.89921197,307.298831,"OCGSV29_1",3,"a(12)_01.jpeg","F:\Stills\PNGSV\OCGSV29Stills\","OCGSV29","B121000478","OCGSV29Stills",720,480,"B12","a(12)","a(12)_OCGSV29","20:24","01/06/2017","strict","Y",1.35171693375195,-0.344724640315976,53.051230575211,0.0779656538434005,9.5,0.00820691093088427,3
"Mt",119,-25.08566063,422.622702,"OCGSV29_4",8,"PICT0033_12.jpeg","F:\Stills\PNGSV\OCGSV29Stills\","OCGSV29","B121000478","OCGSV29Stills",720,480,"B12","PICT0033","PICT0033_OCGSV29","23:10","13/05/2017","strict","Y",0.686446128229654,-0.410857914215892,263.191648567678,2.7042520730467,3.5,0.772643449441915,8
"Mt",21,390.6666565,225.7777761,"OCGSV30_2",13,"a(174)_01.jpeg","F:\Stills\PNGSV\OCGSV30Stills\","OCGSV30","B100815356","OCGSV30Stills",720,480,"B10","a(174)","a(174)_OCGSV30","01:51","15/06/2017","strict","Y",2.85989794430212,0.0329023224413418,367.722760443977,1.89716348125633,6.5,0.291871304808666,13
"Mt",83,639.263763,286.7524769,"OCGSV30_5",7,"PICT0229_01.jpeg","F:\Stills\PNGSV\OCGSV30Stills\","OCGSV30","B100815356","OCGSV30Stills",720,480,"B10","PICT0229","PICT0229_OCGSV30","21:52","11/05/2017","strict","Y",1.35891301994018,0.299622698562149,145.661306696249,0.451585426323302,9.5,0.0475353080340318,7
"Lt",0,504.4444444,301.3333333,"OCGSV32_1",14,"EK000016_01.jpeg","F:\Stills\PNGSV\OCGSV32Stills\","OCGSV32","B13200699","OCGSV32Stills",720,480,"B13","EK000016","EK000016_OCGSV32","03:17","20/04/2017","strict","Y",2.4307213057761,0.154740043231893,196.348890900961,4.20307073635151,10.5,0.400292451081096,14
"Mt",0,483.7755176,380.0388753,"OCGSV34_1",4,"PICT0018_01.jpeg","F:\Stills\PNGSV\OCGSV34Stills\","OCGSV34","B121000453","OCGSV34Stills",720,480,"B12","PICT0018","PICT0018_OCGSV34","09:34","19/04/2017","strict","Y",1.30709625122831,0.132059321318096,341.568438936183,0.481850933124363,4,0.120462733281091,4
"Mt",22,0.96163691,421.464152,"OCGSV39_1",5,"PICT0012_01.jpeg","F:\Stills\PNGSV\OCGSV39Stills\","OCGSV39","B1210X19X6","OCGSV39Stills",720,480,"B12","PICT0012","PICT0012_OCGSV39","00:46","07/05/2017","strict","Y",1.30677229507911,-0.383067374519511,151.444155145005,0.747318513572654,10,0.0747318513572654,5
"Mt",0,-3.524974681,370.7471845,"OCGSV40_1",13,"PICT0158_01.jpeg","F:\Stills\PNGSV\OCGSV40Stills\","OCGSV40","B100826313","OCGSV40Stills",720,480,"B10","PICT0158","PICT0158_OCGSV40","01:05","30/04/2017","strict","Y",1.4591251204521,-0.390026735794783,616.756003797946,1.86080663283352,10,0.186080663283352,13
"Mt",0,501.7777778,235.5555556,"OCGSV41_1",8,"a(21)_01.jpeg","F:\Stills\PNGSV\OCGSV41Stills\","OCGSV41","B101028533","OCGSV41Stills",720,480,"B10","a(21)","a(21)_OCGSV41","19:55","21/05/2017","strict","Y",2.96923001640241,0.152113686087445,135.059233308361,1.09034002218344,9.5,0.114772633914046,8
"Mt",61,98.47308727,369.3697927,"OCGSV41_4",9,"a(39)_01.jpeg","F:\Stills\PNGSV\OCGSV41Stills\","OCGSV41","B101028533","OCGSV41Stills",720,480,"B10","a(39)","a(39)_OCGSV41","20:12","06/06/2017","strict","Y",1.34895895901407,-0.28059279333993,665.799328053255,1.05247238386184,6.5,0.161918828286438,9
"Mt",122,418.2925527,209.7914573,"OCGSV41_7",12,"PICT0022_01.jpeg","F:\Stills\PNGSV\OCGSV41Stills\","OCGSV41","B101028533","OCGSV41Stills",720,480,"B10","PICT0022","PICT0022_OCGSV41","22:49","11/04/2017","strict","Y",4.15194657499557,0.0625422065448937,206.305525512974,3.33991548793098,9.5,0.351570051361155,12
"Mt",77,180.175444,450.7240324,"OCGSV43_31",7,"a(8)_12.jpeg","F:\Stills\PNGSV\OCGSV43Stills\","OCGSV43","B121000651","OCGSV43Stills",720,480,"B12","a(8)","a(8)_OCGSV43","02:56","26/05/2017","strict","Y",0.971547919049473,-0.191859499213986,198.015716163765,0.879189046208605,4.5,0.195375343601912,7
"Da",161,773.3484666,275.2562444,"OCGSV44_11",7,"EK000017_08.jpeg","F:\Stills\PNGSV\OCGSV44Stills\","OCGSV44","B131200441","OCGSV44Stills",720,480,"B13","EK000017","EK000017_OCGSV44","06:25","29/05/2017","strict","Y",3.34588349051821,0.442810797308316,220.472835214346,1.21169546894856,7,0.173099352706937,7
"Da",44,463.7053346,346.77125,"OCGSV44_3",15,"EK000007_01.jpeg","F:\Stills\PNGSV\OCGSV44Stills\","OCGSV44","B131200441","OCGSV44Stills",720,480,"B13","EK000007","EK000007_OCGSV44","17:36","13/04/2017","strict","Y",1.58215201556981,0.111097162829905,342.292605699241,0.763944762748189,11,0.069449523886199,15
"Da",66,162.8030351,245.6844937,"OCGSV44_5",6,"EK000008_01.jpeg","F:\Stills\PNGSV\OCGSV44Stills\","OCGSV44","B131200441","OCGSV44Stills",720,480,"B13","EK000008","EK000008_OCGSV44","17:37","13/04/2017","strict","Y",1.83003550545735,-0.211252616883783,84.599530696359,0.21965856222295,10.5,0.0209198630688524,6
"Da",110,366.7936482,293.1116847,"OCGSV44_8",3,"EK000015_01.jpeg","F:\Stills\PNGSV\OCGSV44Stills\","OCGSV44","B131200441","OCGSV44Stills",720,480,"B13","EK000015","EK000015_OCGSV44","06:23","29/05/2017","strict","Y",1.80559858309499,0.00727788057572582,25.1594611669273,0.109400267556436,10.5,0.0104190731006129,3
"Mt",68,692.9227934,321.9357706,"OCGSV45_29",5,"a(03)_01.jpeg","F:\Stills\PNGSV\OCGSV45Stills\","OCGSV45","B131200426","OCGSV45Stills",720,480,"B13","a(3)","a(3)_OCGSV45","01:25","22/05/2017","strict","Y",2.339206961913,0.356652605488499,86.2025283207775,0.753575469682897,5.5,0.137013721760527,5
"Mt",112,305.3973714,400.9899231,"OCGSV45_32",7,"EK000019_01.jpeg","F:\Stills\PNGSV\OCGSV45Stills\","OCGSV45","B131200426","OCGSV45Stills",720,480,"B13","EK000019","EK000019_OCGSV45","02:33","21/04/2017","strict","Y",1.72483301773429,-0.0584945523189606,466.720786105845,0.847450790767182,3,0.282483596922394,7
"Mt",134,129.0416924,272.3279183,"OCGSV45_34",15,"EK000039_01.jpeg","F:\Stills\PNGSV\OCGSV45Stills\","OCGSV45","B131200426","OCGSV45Stills",720,480,"B13","EK000039","EK000039_OCGSV45","04:58","01/05/2017","strict","Y",4.68086614472217,-0.247420374326206,265.883870338341,2.52636344323928,9.5,0.265932994025187,15
"Mt",0,-66.73815431,573.0260651,"OCGSV46_1",6,"PICT0004_01.jpeg","F:\Stills\PNGSV\OCGSV46Stills\","OCGSV46","B101028490","OCGSV46Stills",720,480,"B10","PICT0004","PICT0004_OCGSV46","00:22","14/04/2017","strict","Y",0.700893137481559,-0.457848293671359,288.664060582287,0.229918129988414,10,0.0229918129988414,6
"Mt",167,98.88820233,400.4534529,"OCGSV46_11",5,"PICT0016_01.jpeg","F:\Stills\PNGSV\OCGSV46Stills\","OCGSV46","B101028490","OCGSV46Stills",720,480,"B10","PICT0016","PICT0016_OCGSV46","21:16","14/04/2017","strict","Y",1.7448258739073,-0.280147415489417,134.6908109291,0.66725608167385,8.5,0.0785007154910412,5
"Mt",272,115.6665281,586.7874663,"OCGSV46_16",3,"PICT0026_01.jpeg","F:\Stills\PNGSV\OCGSV46Stills\","OCGSV46","B101028490","OCGSV46Stills",720,480,"B10","PICT0026","PICT0026_OCGSV46","23:25","15/05/2017","strict","Y",0.711213668848866,-0.262145913287493,95.7629501240961,0.0762547247611786,1,0.0762547247611786,3
"Mt",293,620.3249016,378.9420849,"OCGSV46_18",7,"PICT0028_01.jpeg","F:\Stills\PNGSV\OCGSV46Stills\","OCGSV46","B101028490","OCGSV46Stills",720,480,"B10","PICT0028","PICT0028_OCGSV46","03:30","18/05/2017","strict","Y",4.17633991823226,0.279303152984864,86.0583762076712,0.917878224026112,10,0.0917878224026112,7
"Mt",440,635.1841268,415.9758682,"OCGSV46_26",3,"PICT0039_01.jpeg","F:\Stills\PNGSV\OCGSV46Stills\","OCGSV46","B101028490","OCGSV46Stills",720,480,"B10","PICT0039","PICT0039_OCGSV46","19:31","01/06/2017","strict","Y",2.50151867050721,0.295245648012286,36.9365693019339,0.299927685903424,1.5,0.199951790602283,3
"Mt",63,374.0253198,334.1194864,"OCGSV46_6",4,"PICT0007_01.jpeg","F:\Stills\PNGSV\OCGSV46Stills\","OCGSV46","B101028490","OCGSV46Stills",720,480,"B10","PICT0007","PICT0007_OCGSV46","00:27","14/04/2017","strict","Y",6.71003427449115,0.0150477961104933,20.4412047,0.468479957058023,10,0.0468479957058023,4
"Mt",105,630.8179526,422.2721812,"OCGSV46_8",7,"PICT0009_01.jpeg","F:\Stills\PNGSV\OCGSV46Stills\","OCGSV46","B101028490","OCGSV46Stills",720,480,"B10","PICT0009","PICT0009_OCGSV46","00:30","14/04/2017","strict","Y",2.32481990829547,0.290561170219167,367.82058781661,1.48142897948279,10,0.148142897948279,7
"Mt",50,748.379342,306.4035963,"OCGSV53_21",3,"EK000167_08.jpeg","F:\Stills\PNGSV\OCGSV53Stills\","OCGSV53","B140926006","OCGSV53Stills",720,480,"B14","EK000167","EK000167_OCGSV53","18:26","13/05/2017","strict","Y",2.39023071853659,0.418507860532237,9.41470919999995,0.0259258282155256,5,0.00518516564310512,3
"Mt",65,469.0763023,369.1683243,"OCGSV53_23",5,"EK000168_01.jpeg","F:\Stills\PNGSV\OCGSV53Stills\","OCGSV53","B140926006","OCGSV53Stills",720,480,"B14","EK000168","EK000168_OCGSV53","18:27","13/05/2017","strict","Y",1.51993416767743,0.117537893944783,71.2506588405222,0.127625384040819,10.5,0.012154798480078,5
"Mt",87,113.4095101,412.0575551,"OCGSV53_25",4,"EK000169_01.jpeg","F:\Stills\PNGSV\OCGSV53Stills\","OCGSV53","B140926006","OCGSV53Stills",720,480,"B14","EK000169","EK000169_OCGSV53","18:28","13/05/2017","strict","Y",1.25945847886322,-0.265719741488324,41.5261810816216,0.0874774500623291,10.5,0.00833118572022182,4
"Mt",131,4.70611362,339.0996886,"OCGSV53_28",9,"EK000171_01.jpeg","F:\Stills\PNGSV\OCGSV53Stills\","OCGSV53","B140926006","OCGSV53Stills",720,480,"B14","EK000171","EK000171_OCGSV53","18:30","13/05/2017","strict","Y",2.25788851091952,-0.382855801452688,241.541783513636,0.65082696828176,10.5,0.0619835207887391,9
"Mt",0,492.8888889,305.7777778,"OCGSV56_1",4,"a(13)_01.jpeg","F:\Stills\PNGSV\OCGSV56Stills\","OCGSV56","B140621051","OCGSV56Stills",720,480,"B14","a(13)","a(13)_OCGSV56","03:11","29/05/2017","strict","Y",1.67513302151985,0.143197741403159,236.087227980573,0.472718489761941,1.5,0.315145659841294,4
"Da",81,679.7240576,493.0006607,"OCGSV57_28",5,"a(07)_16.jpeg","F:\Stills\PNGSV\OCGSV57Stills\","OCGSV57","B100815620","OCGSV57Stills",720,480,"B10","a(7)","a(7)_OCGSV57","17:39","20/05/2017","strict","Y",1.07048423033523,0.343032636616559,82.8451482527148,0.298413061988915,2.5,0.119365224795566,5
"Da",87,207.1687563,309.3591204,"OCGSV57_30",7,"a(08)_01.jpeg","F:\Stills\PNGSV\OCGSV57Stills\","OCGSV57","B100815620","OCGSV57Stills",720,480,"B10","a(8)","a(8)_OCGSV57","17:40","20/05/2017","strict","Y",2.20690029288693,-0.163972973686541,73.7161169975994,0.327163291668741,10,0.0327163291668741,7
"Mt",108,220.0353611,269.5896148,"OCGSV57_32",7,"a(12)_01.jpeg","F:\Stills\PNGSV\OCGSV57Stills\","OCGSV57","B100815620","OCGSV57Stills",720,480,"B10","a(12)","a(12)_OCGSV57","23:48","22/05/2017","strict","Y",2.88208030259196,-0.150168365419092,506.297552913251,1.5526336196972,3,0.517544539899066,7
"Mt",129,497.2701666,268.5289415,"OCGSV57_34",12,"a(24)_01.jpeg","F:\Stills\PNGSV\OCGSV57Stills\","OCGSV57","B100815620","OCGSV57Stills",720,480,"B10","a(24)","a(24)_OCGSV57","03:32","06/06/2017","strict","Y",2.94653650212795,0.147277460229481,430.530142574519,2.76065558872413,5.5,0.501937379768024,12
"Mt",150,67.97226282,231.5771517,"OCGSV57_36",14,"PICT0030_01.jpeg","F:\Stills\PNGSV\OCGSV57Stills\","OCGSV57","B100815620","OCGSV57Stills",720,480,"B10","PICT0030","PICT0030_OCGSV57","19:37","27/04/2017","strict","Y",4.02683919689643,-0.313317194214236,537.627418914118,2.93155094014615,6.5,0.451007836945561,14
"Da",170,119.4394576,269.1342939,"OCGSV57_38",3,"PICT0058_01.jpeg","F:\Stills\PNGSV\OCGSV57Stills\","OCGSV57","B100815620","OCGSV57Stills",720,480,"B10","PICT0058","PICT0058_OCGSV57","17:59","10/05/2017","strict","Y",2.87779945849446,-0.258097929022972,38.7988248322568,0.225058345980167,9.5,0.0236903522084386,3
"Da",204,684.1875946,305.3004307,"OCGSV57_40",5,"PICT0059_15.jpeg","F:\Stills\PNGSV\OCGSV57Stills\","OCGSV57","B100815620","OCGSV57Stills",720,480,"B10","PICT0059","PICT0059_OCGSV57","18:03","10/05/2017","strict","Y",2.3035379990651,0.347821575169507,192.636643103282,0.822754428333072,2.5,0.329101771333229,5
"Lt",210,604.0700533,338.7453461,"OCGSV57_42",2,"PICT0061_01.jpeg","F:\Stills\PNGSV\OCGSV57Stills\","OCGSV57","B100815620","OCGSV57Stills",720,480,"B10","PICT0061","PICT0061_OCGSV57","18:50","12/05/2017","strict","Y",1.90629820365758,0.261863290898767,100.615226813547,0.211067365436858,0.5,0.422134730873715,2
"Mt",230,393.6907224,295.2185879,"OCGSV57_44",7,"PICT0062_01.jpeg","F:\Stills\PNGSV\OCGSV57Stills\","OCGSV57","B100815620","OCGSV57Stills",720,480,"B10","PICT0062","PICT0062_OCGSV57","20:29","12/05/2017","strict","Y",2.42569348937661,0.0361468493210709,308.442887025565,1.74923187928111,3,0.583077293093702,7
"Da",23,372.8888889,422.2222222,"OCGSV58_1",11,"a(8)_02.jpeg","F:\Stills\PNGSV\OCGSV58Stills\","OCGSV58","B110304357","OCGSV58Stills",720,480,"B11","a(8)","a(8)_OCGSV58","17:03","05/06/2017","strict","Y",0.843756958399905,0.0137673942628165,252.180276375429,2.0440529060615,6,0.340675484343583,11
"Da",0,401.3333333,271.1111111,"OCGSV60_1",11,"a(07)_01.jpeg","F:\Stills\PNGSV\OCGSV60Stills\","OCGSV60","B131000470","OCGSV60Stills",720,480,"B13","a(7)","a(7)_OCGSV60","06:15","30/05/2017","strict","Y",2.60487412686503,0.0442794585027338,265.533971892972,0.992928815759739,10.5,0.0945646491199751,11
"Da",39,22.7616187,383.0781176,"OCGSV60_3",4,"a(08)_18.jpeg","F:\Stills\PNGSV\OCGSV60Stills\","OCGSV60","B131000470","OCGSV60Stills",720,480,"B13","a(8)","a(8)_OCGSV60","06:15","30/05/2017","strict","Y",1.06937528955443,-0.361275796508347,139.815841630823,0.191121891100024,2,0.0955609455500118,4
