"species","frame_number","x","y","sequence_id","number_of_points","still_file","Path","site_id","CT_serial_number","Folder","xdim","ydim","cam_id","file_name","file_id","Time","Date","PA_cat","Dig","radius","angle","dtime","rtime","absangle"
"Lt",0,322.6666667,273.7777778,"OCGB48_0",1,"PICT0036_01.jpeg","F:\Stills\GB_OC\OCGB48Stills\","OCGB48","B121018018","OCGB48Stills",720,480,"B12","PICT0036","PICT0036_OCGB48","23:58","25/07/2017","multiple-use","Y",2.26401638264933,-0.0398319049981518,0.998611111111111,6.27445866091961,0.0398319049981518
"Lt",0,278.2222222,310.2222222,"OCGB49_0",1,"EK000009_01.jpeg","F:\Stills\GB_OC\OCGB49Stills\","OCGB49","B140926276","OCGB49Stills",720,480,"B14","EK000009","EK000009_OCGB49","06:18","04/07/2017","multiple-use","Y",5.44513418686851,-0.0881216870339069,0.2625,1.64933614313464,0.0881216870339069
"Lt",22,51.87641802,345.5103891,"OCGB49_2",1,"EK000067_01.jpeg","F:\Stills\GB_OC\OCGB49Stills\","OCGB49","B140926276","OCGB49Stills",720,480,"B14","EK000067","EK000067_OCGB49","22:01","16/08/2017","multiple-use","Y",4.27909586961681,-0.332026261772644,0.917361111111111,5.76394985471127,0.332026261772644
"Lt",44,219.1953009,326.5174348,"OCGB49_3",1,"EK000068_01.jpeg","F:\Stills\GB_OC\OCGB49Stills\","OCGB49","B140926276","OCGB49Stills",720,480,"B14","EK000068","EK000068_OCGB49","22:41","16/08/2017","multiple-use","Y",4.46255680842757,-0.15172762039755,0.945138888888889,5.93848277991071,0.15172762039755
"Lt",0,246.6666667,321.7777778,"OCGB51_0",1,"PICT0068_01.jpeg","F:\Stills\GB_OC\OCGB51Stills\","OCGB51","B110307278","OCGB51Stills",720,480,"B11","PICT0068","PICT0068_OCGB51","05:35","26/07/2017","multiple-use","Y",1.58202606983933,-0.12105812182618,0.232638888888889,1.46171324854525,0.12105812182618
"Lt",0,861.6222562,500.9295383,"OCGB59_0",1,"EK000046_01.jpeg","F:\Stills\GB_OC\OCGB59Stills\","OCGB59","B140711140","OCGB59Stills",720,480,"B14","EK000046","EK000046_OCGB59","06:20","07/08/2017","multiple-use","Y",0.781019216064726,0.54053559119943,0.263888888888889,1.65806278939461,0.54053559119943
"Da",0,440.8888889,343.1111111,"OCGSV01_0",1,"a(13)_01.jpeg","F:\Stills\PNGSV\OCGSV01Stills\","OCGSV01","B121000481","OCGSV01Stills",720,480,"B12","a(13)","a(13)_OCGSV01","18:05","26/05/2017","strict","Y",2.1075709631083,0.0863024609182394,0.753472222222222,4.73420559603462,0.0863024609182394
"Da",110,468,336,"OCGSV01_10",1,"PICT0071_01.jpeg","F:\Stills\PNGSV\OCGSV01Stills\","OCGSV01","B121000481","OCGSV01Stills",720,480,"B12","PICT0071","PICT0071_OCGSV01","17:48","29/04/2017","strict","Y",2.19345579506331,0.115228010990393,0.741666666666667,4.66002910282486,0.115228010990393
"Da",22,340.8888889,352.8888889,"OCGSV01_2",1,"a(21)_01.jpeg","F:\Stills\PNGSV\OCGSV01Stills\","OCGSV01","B121000481","OCGSV01Stills",720,480,"B12","a(21)","a(21)_OCGSV01","17:55","29/05/2017","strict","Y",2.06879611386828,-0.0203901418506428,0.746527777777778,4.69057236473476,0.0203901418506428
"Da",44,465.3333333,322.6666667,"OCGSV01_4",1,"PICT0055_01.jpeg","F:\Stills\PNGSV\OCGSV01Stills\","OCGSV01","B121000481","OCGSV01Stills",720,480,"B12","PICT0055","PICT0055_OCGSV01","17:58","22/04/2017","strict","Y",2.45782587864605,0.112382874880992,0.748611111111111,4.70366233412472,0.112382874880992
"Da",66,466.2222222,317.3333333,"OCGSV01_6",1,"PICT0061_01.jpeg","F:\Stills\PNGSV\OCGSV01Stills\","OCGSV01","B121000481","OCGSV01Stills",720,480,"B12","PICT0061","PICT0061_OCGSV01","17:48","24/04/2017","strict","Y",2.57886394373916,0.113331253584125,0.741666666666667,4.66002910282486,0.113331253584125
"Da",0,224.8888889,252.4444444,"OCGSV06_0",1,"a(3)_01.jpeg","F:\Stills\PNGSV\OCGSV06Stills\","OCGSV06","B130904567","OCGSV06Stills",720,480,"B13","a(3)","a(3)_OCGSV06","19:38","31/05/2017","strict","Y",2.11563759576428,-0.144741455855696,0.818055555555556,5.1399946471233,0.144741455855696
"Mt",22,305.3333333,284.4444444,"OCGSV06_2",1,"EK000006_01.jpeg","F:\Stills\PNGSV\OCGSV06Stills\","OCGSV06","B130904567","OCGSV06Stills",720,480,"B13","EK000006","EK000006_OCGSV06","08:05","11/04/2017","strict","Y",1.6853823402641,-0.0585631548768759,0.336805555555556,2.11621171804312,0.0585631548768759
"Mt",0,-273.257918,499.6416418,"OCGSV07_0",1,"a(03)_01.jpeg","F:\Stills\PNGSV\OCGSV07Stills\","OCGSV07","B120101919","OCGSV07Stills",720,480,"B12","a(3)","a(3)_OCGSV07","20:16","23/05/2017","strict","Y",1.04366234792022,-0.675639354954234,0.844444444444444,5.30580092606276,0.675639354954234
"Da",44,375.3515486,432.7216175,"OCGSV07_2",1,"a(05)_01.jpeg","F:\Stills\PNGSV\OCGSV07Stills\","OCGSV07","B120101919","OCGSV07Stills",720,480,"B12","a(5)","a(5)_OCGSV07","16:12","24/05/2017","strict","Y",1.10324065711103,0.0163789667666699,0.675,4.24115008234622,0.0163789667666699
"Da",66,-5.577820633,341.7790203,"OCGSV07_3",1,"a(16)_01.jpeg","F:\Stills\PNGSV\OCGSV07Stills\","OCGSV07","B120101919","OCGSV07Stills",720,480,"B12","a(16)","a(16)_OCGSV07","17:48","14/06/2017","strict","Y",2.22430870395318,-0.390044491979103,0.741666666666667,4.66002910282486,0.390044491979103
"Da",88,649.5853198,314.7700292,"OCGSV07_4",1,"PICT0007_01.jpeg","F:\Stills\PNGSV\OCGSV07Stills\","OCGSV07","B120101919","OCGSV07Stills",720,480,"B12","PICT0007","PICT0007_OCGSV07","18:40","13/04/2017","strict","Y",1.82101711914427,0.308966114931211,0.777777777777778,4.88692190558412,0.308966114931211
"Da",110,421.7061949,354.6810624,"OCGSV07_5",1,"PICT0009_01.jpeg","F:\Stills\PNGSV\OCGSV07Stills\","OCGSV07","B120101919","OCGSV07Stills",720,480,"B12","PICT0009","PICT0009_OCGSV07","17:19","19/04/2017","strict","Y",1.59065325164726,0.0658359454084492,0.721527777777778,4.53349273205527,0.0658359454084492
"Da",0,497.3333333,410.6666667,"OCGSV08_0",1,"a(014)_01.jpeg","F:\Stills\PNGSV\OCGSV08Stills\","OCGSV08","B140806198","OCGSV08Stills",720,480,"B14","a(14)","a(14)_OCGSV08","05:39","20/05/2017","strict","Y",1.21334288114657,0.147986963475374,0.235416666666667,1.47916654106519,0.147986963475374
"Da",88,51.15607326,272.6501996,"OCGSV08_10",1,"a(201)_01.jpeg","F:\Stills\PNGSV\OCGSV08Stills\","OCGSV08","B140806198","OCGSV08Stills",720,480,"B14","a(201)","a(201)_OCGSV08","16:12","06/06/2017","strict","Y",4.29697942747887,-0.33280248726085,0.675,4.24115008234622,0.33280248726085
"Da",134,762.5026289,511.0903978,"OCGSV08_13",1,"a(203)_03.jpeg","F:\Stills\PNGSV\OCGSV08Stills\","OCGSV08","B140806198","OCGSV08Stills",720,480,"B14","a(203)","a(203)_OCGSV08","16:17","06/06/2017","strict","Y",0.784339275064563,0.433726761089008,0.678472222222222,4.26296669799615,0.433726761089008
"Mt",176,392.9203447,317.688902,"OCGSV08_16",1,"EK000022_01.jpeg","F:\Stills\PNGSV\OCGSV08Stills\","OCGSV08","B140806198","OCGSV08Stills",720,480,"B14","EK000022","EK000022_OCGSV08","03:58","18/04/2017","strict","Y",2.7908120568143,0.0354741396837239,0.165277777777778,1.03847090493663,0.0354741396837239
"Da",22,290.2857981,354.311745,"OCGSV08_2",1,"a(062)_01.jpeg","F:\Stills\PNGSV\OCGSV08Stills\","OCGSV08","B140806198","OCGSV08Stills",720,480,"B14","a(62)","a(62)_OCGSV08","17:24","27/05/2017","strict","Y",1.69143621953988,-0.0751222795106374,0.725,4.5553093477052,0.0751222795106374
"Da",49,830.3296172,453.9944763,"OCGSV08_4",1,"a(063)_06.jpeg","F:\Stills\PNGSV\OCGSV08Stills\","OCGSV08","B140806198","OCGSV08Stills",720,480,"B14","a(63)","a(63)_OCGSV08","17:25","27/05/2017","strict","Y",1.05983064435408,0.506815426447986,0.725694444444445,4.55967267083519,0.506815426447986
"Da",79,-83.96003405,521.6877307,"OCGSV08_6",1,"a(064)_14.jpeg","F:\Stills\PNGSV\OCGSV08Stills\","OCGSV08","B140806198","OCGSV08Stills",720,480,"B14","a(64)","a(64)_OCGSV08","17:26","27/05/2017","strict","Y",0.616135263019877,-0.478400223490993,0.726388888888889,4.56403599396517,0.478400223490993
"Da",88,306.816943,325.6369084,"OCGSV08_8",1,"a(201)_01.jpeg","F:\Stills\PNGSV\OCGSV08Stills\","OCGSV08","B140806198","OCGSV08Stills",720,480,"B14","a(201)","a(201)_OCGSV08","16:12","06/06/2017","strict","Y",2.32128235923556,-0.0573087314248399,0.675,4.24115008234622,0.0573087314248399
"Mt",0,467.1111111,241.7777778,"OCGSV09_0",1,"a(27)_01.jpeg","F:\Stills\PNGSV\OCGSV09Stills\","OCGSV09","B131200419","OCGSV09Stills",720,480,"B13","a(27)","a(27)_OCGSV09","02:13","03/06/2017","strict","Y",2.84636484393832,0.114745693619976,0.0923611111111111,0.580321976288115,0.114745693619976
"Mt",132,416.3484407,243.8584799,"OCGSV09_4",1,"EK000078_01.jpeg","F:\Stills\PNGSV\OCGSV09Stills\","OCGSV09","B131200419","OCGSV09Stills",720,480,"B13","EK000078","EK000078_OCGSV09","21:29","20/04/2017","strict","Y",2.80241567810462,0.0603648010568121,0.895138888888889,5.62432351455173,0.0603648010568121
"Mt",154,642.5764009,259.6085285,"OCGSV09_6",1,"EK000152_01.jpeg","F:\Stills\PNGSV\OCGSV09Stills\","OCGSV09","B131200419","OCGSV09Stills",720,480,"B13","EK000152","EK000152_OCGSV09","03:09","10/05/2017","strict","Y",2.51480005595274,0.30271766195792,0.13125,0.824668071567321,0.30271766195792
"Da",0,277.3333333,276.4444444,"OCGSV10_0",1,"a(35)_01.jpeg","F:\Stills\PNGSV\OCGSV10Stills\","OCGSV10","B140711140","OCGSV10Stills",720,480,"B14","a(35)","a(35)_OCGSV10","17:10","27/05/2017","strict","Y",2.04689505462601,-0.0890795314699012,0.715277777777778,4.4942228238854,0.0890795314699012
"Da",22,705.3333333,411.5555556,"OCGSV10_3",1,"a(86)_01.jpeg","F:\Stills\PNGSV\OCGSV10Stills\","OCGSV10","B140711140","OCGSV10Stills",720,480,"B14","a(86)","a(86)_OCGSV10","17:05","06/06/2017","strict","Y",1.05807557976755,0.372122558696361,0.711805555555555,4.47240620823547,0.372122558696361
"Da",22,398.6666667,233.7777778,"OCGSV10_4",1,"a(86)_01.jpeg","F:\Stills\PNGSV\OCGSV10Stills\","OCGSV10","B140711140","OCGSV10Stills",720,480,"B14","a(86)","a(86)_OCGSV10","17:05","06/06/2017","strict","Y",4.0271915239116,0.0416662324808463,0.711805555555555,4.47240620823547,0.0416662324808463
"Mt",87,672.2332839,557.6988688,"OCGSV10_9",1,"a(96)_01.jpeg","F:\Stills\PNGSV\OCGSV10Stills\","OCGSV10","B140711140","OCGSV10Stills",720,480,"B14","a(96)","a(96)_OCGSV10","21:05","08/06/2017","strict","Y",0.615488890675167,0.336454773724663,0.878472222222222,5.51960375943207,0.336454773724663
"Da",0,-29.68423861,282.0689984,"OCGSV11_0",1,"a(015)_01.jpeg","F:\Stills\PNGSV\OCGSV11Stills\","OCGSV11","B1209X38X","OCGSV11Stills",720,480,"B12","a(15)","a(15)_OCGSV11","18:36","18/05/2017","strict","Y",1.81726267860581,-0.41576425675311,0.775,4.86946861306418,0.41576425675311
"Mt",22,830.7878717,349.7043608,"OCGSV11_1",1,"a(175)_01.jpeg","F:\Stills\PNGSV\OCGSV11Stills\","OCGSV11","B1209X38X","OCGSV11Stills",720,480,"B12","a(175)","a(175)_OCGSV11","19:02","05/06/2017","strict","Y",1.0988929902529,0.502295833836956,0.793055555555556,4.98291501444381,0.502295833836956
"Da",132,544.7866172,428.1947954,"OCGSV11_11",1,"EK000018_01.jpeg","F:\Stills\PNGSV\OCGSV11Stills\","OCGSV11","B1209X38X","OCGSV11Stills",720,480,"B12","EK000018","EK000018_OCGSV11","18:11","08/05/2017","strict","Y",0.795618171483285,0.197153651459251,0.757638888888889,4.76038553481453,0.197153651459251
"Da",173,738.7876917,334.9456602,"OCGSV11_12",1,"EK000019_20.jpeg","F:\Stills\PNGSV\OCGSV11Stills\","OCGSV11","B1209X38X","OCGSV11Stills",720,480,"B12","EK000019","EK000019_OCGSV11","18:28","08/05/2017","strict","Y",1.19506802783259,0.404138447242899,0.769444444444444,4.83456202802429,0.404138447242899
"Lt",66,518.1621703,262.5298764,"OCGSV11_5",1,"a(182)_01.jpeg","F:\Stills\PNGSV\OCGSV11Stills\","OCGSV11","B1209X38X","OCGSV11Stills",720,480,"B12","a(182)","a(182)_OCGSV11","18:42","09/06/2017","strict","Y",2.04032130080244,0.168747336088822,0.779166666666667,4.89564855184409,0.168747336088822
"Da",88,144.9943478,306.0062734,"OCGSV11_7",1,"a(184)_01.jpeg","F:\Stills\PNGSV\OCGSV11Stills\","OCGSV11","B1209X38X","OCGSV11Stills",720,480,"B12","a(184)","a(184)_OCGSV11","16:38","14/06/2017","strict","Y",1.49152073446953,-0.22939512643239,0.693055555555556,4.35459648372585,0.22939512643239
"Da",110,301.4814024,249.199329,"OCGSV11_9",1,"EK000017_01.jpeg","F:\Stills\PNGSV\OCGSV11Stills\","OCGSV11","B1209X38X","OCGSV11Stills",720,480,"B12","EK000017","EK000017_OCGSV11","20:21","07/05/2017","strict","Y",2.40020490993693,-0.0624350148832887,0.847916666666667,5.32761754171269,0.0624350148832887
"Da",0,316.4444444,275.5555556,"OCGSV15_0",1,"EK000029_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000029","EK000029_OCGSV15","17:49","13/04/2017","strict","Y",3.62740545576151,-0.0469343768249365,0.742361111111111,4.66439242595485,0.0469343768249365
"Da",109,468.8888889,342.2222222,"OCGSV15_11",1,"EK000075_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000075","EK000075_OCGSV15","18:18","22/04/2017","strict","Y",2.16670984293082,0.117335941954584,0.7625,4.79092879672443,0.117335941954584
"Da",109,704.4444444,293.3333333,"OCGSV15_12",1,"EK000075_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000075","EK000075_OCGSV15","18:18","22/04/2017","strict","Y",2.71417180820568,0.371164714260366,0.7625,4.79092879672443,0.371164714260366
"Da",131,356,280,"OCGSV15_14",1,"EK000076_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000076","EK000076_OCGSV15","18:51","22/04/2017","strict","Y",3.42789169964121,-0.00431029990809589,0.785416666666667,4.93491846001397,0.00431029990809589
"Da",153,427.9939347,469.5067198,"OCGSV15_16",1,"EK000077_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000077","EK000077_OCGSV15","06:42","23/04/2017","strict","Y",1.29018237826422,0.0732685626221223,0.279166666666667,1.7540558982543,0.0732685626221223
"Da",174,106.8237376,236.7746929,"OCGSV15_18",1,"EK000078_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000078","EK000078_OCGSV15","06:48","23/04/2017","strict","Y",6.55621649233982,-0.272816405138696,0.283333333333333,1.78023583703422,0.272816405138696
"Da",195,430.7867084,377.3448332,"OCGSV15_19",1,"EK000079_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000079","EK000079_OCGSV15","07:18","23/04/2017","strict","Y",1.83581968261109,0.076277985677733,0.304166666666667,1.91113553093379,0.076277985677733
"Da",0,249.3333333,259.5555556,"OCGSV15_2",1,"EK000029_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000029","EK000029_OCGSV15","17:49","13/04/2017","strict","Y",4.39987884672434,-0.119251630826573,0.742361111111111,4.66439242595485,0.119251630826573
"Da",216,534.119739,275.8736734,"OCGSV15_20",1,"EK000080_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000080","EK000080_OCGSV15","07:30","23/04/2017","strict","Y",3.29439023075063,0.187627073752346,0.3125,1.96349540849362,0.187627073752346
"Da",237,535.0506671,264.7025361,"OCGSV15_22",1,"EK000083_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000083","EK000083_OCGSV15","07:13","24/04/2017","strict","Y",3.62717643406388,0.188630218578314,0.300694444444444,1.88931891528386,0.188630218578314
"Da",259,319.0753461,408.0654647,"OCGSV15_24",1,"EK000084_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000084","EK000084_OCGSV15","07:17","24/04/2017","strict","Y",1.64547224703521,-0.0440993829860067,0.303472222222222,1.9067722078038,0.0440993829860067
